SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA79655,AM-C44 Pro,B0DN6PFWNK,B0DN6PFWNK,Audio Array AM-C44 Pro XLR/USB Professional Dynamic Microphone Kit | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming & Podcasting,718,14,0.23%,0.21%,960,18,0.23%,0.19%,12.88%,28.57%,2,0,0.28%,0.00%,"₹ 8,811.86",₹ 0.00,2,0
FBA79708,SB-01,B0FFB6YJM1,B0FFB6YJM1,"Audio Array SB-01 | Bluetooth Soundbar 25W, Gaming RGB Lights, AUX, Bluetooth, USB, FM & TWS I Fast Charge Battery, Multiport Connectivity, BT Speaker for TV, Mobile, PC, Laptops, Tablets Black","2,236",14,0.73%,0.21%,"2,879",24,0.68%,0.26%,19.24%,14.29%,2,0,0.09%,0.00%,"₹ 1,100.85",₹ 0.00,2,0
FBA79830,GB-03 (AI-12 + AM-C43),B0FJ8TSQK1,B0FJ8TSQK1,"Audio Array Singing Bundle | Condenser Mic with Boom Arm & Sound Card V8 | Voice Effects, Reverb, Bluetooth | Ideal for Podcasting, Karaoke, Live Streaming, YouTube & Singing - GB-03",733,21,0.24%,0.32%,907,31,0.21%,0.34%,52.35%,45.45%,2,1,0.27%,4.76%,"₹ 6,438.98","₹ 3,799.00",2,1
FBK79010,AM-C42,B0FLYJFC22,B0FLYJFC22,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",335,10,0.11%,0.15%,470,14,0.11%,0.15%,100.00%,100.00%,2,1,0.60%,10.00%,"₹ 4,066.10","₹ 2,399.00",2,1
FBA79909,AM-W20,B0FVM17Q4W,B0FVM17Q4W,"Audio Array AM-W20 Magnetic Wireless Lapel Microphone Set | One Touch Smart Noise Reduction | 48KHz/24Bit Hi-fi Recording | 50M Range | 800mAh 48Hrs Long Battery Backup | Vlogging, Podcast, Streaming",217,6,0.07%,0.09%,286,6,0.07%,0.06%,97.25%,100.00%,2,0,0.92%,0.00%,"₹ 3,472.88",₹ 0.00,2,0
FBA79965,AM-Mix6,B0G53PRM34,B0G53PRM34,"Audio Array AM-Mix6 6-Channel Hybrid USB Audio Mixer with 6 Analog + 2 Digital Inputs, 48kHz/16-Bit, +50dB Mic Gain, PAD Switch, Dual AUX Sends,128 DSP FX, Balanced XLR Main Output, ≥102dB Max SPL",600,12,0.20%,0.18%,799,12,0.19%,0.13%,42.48%,66.67%,2,0,0.33%,0.00%,"₹ 14,405.08",₹ 0.00,2,0
FBA75680,AM-C6,B0B4G1PXWV,B0B4G1PXWV,"Audio Array AM-C6 USB Plug & Play Condenser Microphone Kit | with pop-Filter & Shock Mount | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | Gaming, Podcasting & Streaming",925,10,0.30%,0.15%,"1,247",22,0.29%,0.24%,23.96%,50.00%,1,0,0.11%,0.00%,"₹ 1,609.32",₹ 0.00,1,0
FBA76728,AM-C25,B0BLNCP74M,B0BLNCP74M,"Audio Array AM-C25 Premium USB Condenser Microphone Kit with Boom Arm & Pop-Filter | No Latency Headphone Monitoring, Volume Control & Mute Button | Discord, Valorant, Gaming, Podcasting & Streaming",6,0,0.00%,0.00%,13,0,0.00%,0.00%,50.00%,0.00%,1,0,16.67%,0.00%,"₹ 1,863.56",₹ 0.00,1,0
FBA78206,AM-W15,B0C4YSV3XL,B0C4YSV3XL,Audio Array AM-W15 Dual Wireless Mic with Charging Case | Upto 16hr Battery Backup & 100m Range | Active Noise Cancellation | Informative LCD Screen | BIS & WPC Certified | 2 Yr Warranty,8,0,0.00%,0.00%,26,0,0.01%,0.00%,42.86%,0.00%,1,0,12.50%,0.00%,"₹ 4,652.54",₹ 0.00,1,0
FBA78424,AM-C37,B0C55MY66L,B0C55MY66L,"Audio Array AM-C37 Premium USB/XLR Dynamic Podcast Microphone | Volume, Mute Controls & Headphone Monitoring | Premium Metal Build | 2 Meter USB Cable Included | 96kHz/24bit Studio Performance",53,0,0.02%,0.00%,107,0,0.03%,0.00%,6.52%,0.00%,1,0,1.89%,0.00%,"₹ 3,227.97",₹ 0.00,1,0
FBA78925,AM-C11X,B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty","1,115",32,0.36%,0.49%,"1,502",36,0.35%,0.39%,13.89%,13.64%,1,0,0.09%,0.00%,"₹ 3,092.37",₹ 0.00,1,0
FBA78960,AM-C39,B0CBCB82MT,B0CBCB82MT,"Audio Array AM-C39 XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","2,184",22,0.71%,0.33%,"3,031",25,0.71%,0.27%,0.37%,0.00%,1,0,0.05%,0.00%,"₹ 1,439.83",₹ 0.00,1,0
FBA78961,AM-C40,B0CBCB9S14,B0CBCB9S14,"Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming",516,25,0.17%,0.38%,806,49,0.19%,0.53%,27.85%,26.67%,1,0,0.19%,0.00%,"₹ 2,033.05",₹ 0.00,1,0
FBA78976,AA-22,B0CF5SHL15,B0CF5SHL15,"Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)","1,545",35,0.50%,0.53%,"1,906",38,0.45%,0.41%,1.33%,9.09%,1,0,0.06%,0.00%,"₹ 3,227.97",₹ 0.00,1,0
FBA78975,AA-21,B0CF5TCQKL,B0CF5TCQKL,"Audio Array AA-21 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Black (Set of 2)","3,015",103,0.98%,1.56%,"4,210",140,0.99%,1.51%,4.29%,5.68%,1,0,0.03%,0.00%,"₹ 3,272.03",₹ 0.00,1,0
FBA79016,AM-C3a,B0CH4R1V6S,B0CH4R1V6S,"Audio Array AM-C3a Unidirectional Dynamic Handheld Karaoke Microphone | 20Hz - 20kHz Response | Karaoke Singing, Public Meetings, Studio Recording, Live Sound, Party (no Cable Included)","1,617",34,0.53%,0.52%,"2,218",48,0.52%,0.52%,4.82%,4.17%,1,0,0.06%,0.00%,₹ 634.75,₹ 0.00,1,0
FBA79011,AM-C43,B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","5,531",68,1.80%,1.03%,"8,236",96,1.94%,1.04%,0.88%,2.08%,1,0,0.02%,0.00%,"₹ 2,117.80",₹ 0.00,1,0
FBA79380,AM-C46,B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","9,273",226,3.02%,3.43%,"12,490",333,2.95%,3.60%,1.43%,0.59%,1,0,0.01%,0.00%,"₹ 3,050.00",₹ 0.00,1,0
FBA79448,AM-W35,B0DFMKY4TT,B0DFMKY4TT,"Audio Array AM-W35 UHF Dual Wireless Premium Karaoke Microphones | 800mah 5-6 Hours Battery Backup | Range up to 50M | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box","3,855",42,1.26%,0.64%,"4,936",49,1.16%,0.53%,10.82%,9.68%,1,0,0.03%,0.00%,"₹ 3,388.98",₹ 0.00,1,0
FBA79653,AM-C45 Pro,B0DN6LJZBR,B0DN6LJZBR,"Audio Array AM-C45 XLR/USB Pro RGB Dynamic Microphone Kit | 192kHz/24bit Studio Quality Output | Volume Control, Mute and Noise Cancellation | Realtime Monitoring for Streaming, Gaming & podcasting",534,7,0.17%,0.11%,721,8,0.17%,0.09%,15.01%,20.00%,2,0,0.37%,0.00%,"₹ 6,947.46",₹ 0.00,1,0
FBA79823,PB-01 (AM-C11 + AI-04),B0FJ2HZCVN,B0FJ2HZCVN,"Audio Array Ultimate Podcast Bundle | Dynamic Microphone with USB/XLR Connectivity & 24-Bit/192kHz Audio Interface | Ideal for Podcasting, Streaming, Voice Recording & Content Creation - PB-01","2,249",60,0.73%,0.91%,"2,511",72,0.59%,0.78%,29.50%,27.50%,1,0,0.04%,0.00%,"₹ 7,880.51",₹ 0.00,1,0
FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",B0FJ2JJZL3,B0FJ2JJZL3,"Audio Array Professional Studio Bundle with 24-Bit/192kHz Audio Interface, 4"" Studio Monitors, Condenser Mic & Stands | for Music Production, Podcasting, Dubbing, Recording & Audio Mixing - UB-01","5,293",104,1.73%,1.58%,"6,675",116,1.57%,1.25%,40.12%,48.48%,1,0,0.02%,0.00%,"₹ 16,524.58",₹ 0.00,1,0
FBA79827,PB-03 (AI-04 Red + AM-C11 x 2),B0FJ8S5XJ8,B0FJ8S5XJ8,"Audio Array Complete Podcast Bundle | Dual USB/XLR Dynamic Microphones with Audio Interface 24bit / 192kHz|Metal Body|Pro Streaming & Recording Kit for PC, Mac & Mobile - PB-03","1,889",62,0.62%,0.94%,"2,228",76,0.53%,0.82%,26.85%,29.41%,1,0,0.05%,0.00%,"₹ 11,863.56",₹ 0.00,1,0
FBA79815,AM-W19,B0FPR7VFCH,B0FPR7VFCH,"Audio Array AM-W19 Wireless Lavalier Microphone|192kHz/24bit |AI Noise Cancellation for iPhone/Android, 32h Charging Case, Plug & Play for Vlogging, Streaming, Meetings, Video Recording",438,7,0.14%,0.11%,576,10,0.14%,0.11%,0.58%,0.00%,1,0,0.23%,0.00%,₹ 0.00,₹ 0.00,1,0
FBA79816,AM-W22,B0FPR962YS,B0FPR962YS,"Audio Array AM-W22 | Latest 2026 Edition Wireless Microphone for Camera/iPhone/Android/iPad/Laptop, Lav Mic with Charging Case, AI Noise Reduction, 50H Battery, 230ft Range, for Recording, YouTube","1,292",45,0.42%,0.68%,"1,857",67,0.44%,0.72%,6.86%,0.00%,1,0,0.08%,0.00%,"₹ 3,007.63",₹ 0.00,1,0
FBA79906,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),B0FTVVLNS9,B0FTVVLNS9,"Audio Array Professional Dynamic Bundle with Headphones & Audio Interface - USB/XLR Dynamic Microphone, 24-bit/192kHz Interface, Boom Arm & Semi-Open Headphones | Plug & Play Podcast Kit - PB-12","1,362",26,0.44%,0.39%,"1,751",35,0.41%,0.38%,12.57%,15.00%,1,0,0.07%,0.00%,"₹ 9,914.41",₹ 0.00,1,0
FBA75676,AM-C4,B0B4DS678Q,B0B4DS678Q,"Audio Array AM-C4 USB Plug & Play Condenser Microphone with Tripod, Pop-Filter & Shock Mount | for Conference, Gaming, Podcasting, Voice Over, YouTube, Skype, Zoom & Live Streaming on iOS,Windows",709,12,0.23%,0.18%,962,15,0.23%,0.16%,3.24%,25.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA75675,AM-C3,B0B4G8ZB64,B0B4G8ZB64,"Audio Array AM-C3 XLR to TRS Dynamic Handheld Karaoke Microphone | Premium Metal Built with 3M Cable | Singing, Public Meetings, Studio Recording, Live Show, Party, Church, Wedding","1,034",23,0.34%,0.35%,"1,463",36,0.35%,0.39%,4.15%,6.67%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA75690,AM-C10,B0B4K87PR4,B0B4K87PR4,Audio Array AM-C10 USB Plug & Play Conference Microphone with Speaker | Omni Directional Pickup Upto 4M | Speaker and Mic Mute Buttons | Volume Control & Mute Button | Ideal for Meeting & Video Call,595,31,0.19%,0.47%,783,38,0.18%,0.41%,1.27%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA75677,AM-C5,B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)","1,635",128,0.53%,1.94%,"2,148",192,0.51%,2.08%,3.25%,2.44%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA76716,AM-C13,B0BLK8DNPD,B0BLK8DNPD,Audio Array AM-C13 Condenser Lapel Microphone | 6M Shielded Cable | Metal Build | Plug n Play Mobile & DSLR Support | 3.5mm Connector | Omnidirectional Pickup | Hard Case Included | 1 Year Warranty.,12,0,0.00%,0.00%,18,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78203,AM-C30,B0C4YTNJG7,B0C4YTNJG7,"Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover",102,5,0.03%,0.08%,138,5,0.03%,0.05%,2.48%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78420,AM-C33,B0C5957W3P,B0C5957W3P,"Audio Array AM-C33 Lapel Microphone | 1M Long, Strong Cable | 3.5mm TRRS | 3.5mm TRRS Port & TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty",18,0,0.01%,0.00%,20,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78973,AA-19,B0CF5R3V95,B0CF5R3V95,"Audio Array AA-19 2in1 High & Low Profile Mic Stand | 71cm reach | Premium Metal design with Built In Cable Management | Flexible Position adjustments | 2Kg Weight Capacity |5/8"" to 3/8"" Screw Adapter","2,989",106,0.97%,1.61%,"4,087",166,0.96%,1.79%,1.08%,2.63%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79008,AI-06,B0CH4RT4P8,B0CH4RT4P8,"Audio Array AI-06 Streaming Audio Mixer Sound Card | XLR, 1/4"" & line in | PC/Phone RGB Mixer with Volume Fader, Individual Control, Mute and Monitoring, 48V Phantom Power | Stream, Podcast & Karaoke","3,489",78,1.14%,1.18%,"4,287",91,1.01%,0.98%,5.81%,3.03%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79064,AA-25,B0CJR76Y7G,B0CJR76Y7G,"Audio Array AA-25 Handheld Microphone Interview Adapter for Wireless Lapel Microphones | Supports, Rode Go, DJI, Hollyland mics etc | Foam Cover with Built-in Cold Shoe Mount",932,33,0.30%,0.50%,"1,399",55,0.33%,0.59%,0.81%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79106,AM-C44,B0CM9KJZWQ,B0CM9KJZWQ,"Audio Array AM-C44 XLR/USB Professional Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming, Podcasting","1,237",32,0.40%,0.49%,"1,731",36,0.41%,0.39%,1.85%,13.64%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79108,AM-W16,B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",444,6,0.14%,0.09%,631,8,0.15%,0.09%,1.25%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79230,AM-W46,B0CX1XK5R6,B0CX1XK5R6,Audio Array AM-W46 Groove Wireless Bluetooth 5.3 Bookshelf Speaker 30W | 5400mAh upto 24h Long Battery | 3 EQ Modes | Stylish Premium Metal Body | Superior Bass Quality,535,13,0.17%,0.20%,680,14,0.16%,0.15%,6.19%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79356,AA-19WL,B0D3Q2T5XX,B0D3Q2T5XX,Audio Array AA-19WL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | White,"1,215",54,0.40%,0.82%,"1,479",69,0.35%,0.75%,2.82%,2.17%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79449,AM-W36,B0DFMNGFTD,B0DFMNGFTD,"Audio Array AM-W36 UHF Dual Wireless Premium Metal Microphone with Charging | 2X XLR Outs & 1/4"" Mix Out | 328ft/100M Range | Karaoke Singing, Wedding, Events | PA System, Amplifier, Mixer, Party Box","4,186",117,1.36%,1.78%,"5,686",178,1.34%,1.92%,2.67%,0.84%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79783,AM-C47,B0FF9R3GKK,B0FF9R3GKK,"Audio Array AM-C47 RGB USB Condenser Mic Kit | AI Noise Cancellation, 192kHz/24Bit Studio Quality, Touch Control, Headphone Monitoring | Podcasting, YouTube, Gaming & Streaming | Mac/PC & Mobile",461,12,0.15%,0.18%,601,13,0.14%,0.14%,1.51%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79822,KB-01 (AM-W32 + AI-12),B0FJ2J6MTF,B0FJ2J6MTF,"Audio Array Portable Karaoke Bundle | Dual Wireless UHF Microphones with Rechargeable Battery Receiver & USB Plug n Play BT Soundcard Mixer | Ideal for Parties, Home Karaoke & Live Singing - KB-01",224,4,0.07%,0.06%,292,13,0.07%,0.14%,9.96%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79826,PB-02 (AI-04 Red + AM-C11 + AA-05),B0FJ2LQT7K,B0FJ2LQT7K,"Audio Array Complete Podcast Bundle | USB/XLR Dynamic Mic with Audio Interface 24bit/192kHz & Boom Arm Stand | Professional Streaming & Recording Kit for PC, Mac & Mobile Devices - PB-02",140,1,0.05%,0.02%,208,1,0.05%,0.01%,1.08%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79833,PB-04 (AI-04 Red + AM-C44 x 2),B0FJ8PZ9H7,B0FJ8PZ9H7,"Audio Array Pro Podcasting Bundle | Audio Interface with 48V Phantom Power & Dual USB/XLR Touch-Control Mics | 192kHz/24bit, Mute, Monitor, Volume Control | Recording, Streaming & Podcasting - PB-04","3,546",46,1.16%,0.70%,"4,018",55,0.95%,0.59%,43.59%,57.14%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79832,GB-05 (AM-C43 + AI-06),B0FJ8S53GW,B0FJ8S53GW,"Audio Array Streaming Bundle Kit | USB Condenser Mic & RGB Sound Card with Phantom Power, Voice Effects, Real-Time Monitoring | for Podcasting, Gaming, YouTube & Live Streaming - GB-05",809,24,0.26%,0.36%,987,38,0.23%,0.41%,3.47%,9.68%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79834,PB-05 (AA-05 + AM-C11 + AI-04),B0FJ8T4WXM,B0FJ8T4WXM,"Audio Array Podcast Kit | USB/XLR Dynamic Mic with Boom Arm & Audio Interface 24-Bit/192kHz | Metal Build | Plug & Play | No-Latency Monitoring for Streaming, Recording & Content Creation - PB-05",219,5,0.07%,0.08%,271,5,0.06%,0.05%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79835,PB-06 (AA-05 + AM-C44 + AI-04),B0FJ8TWCQZ,B0FJ8TWCQZ,"Audio Array Pro Podcast Bundle | USB/XLR Dynamic Microphone with 24-Bit/192kHz Audio Interface & Boom Arm | Real-Time Monitoring, Plug & Play for Streaming, Recording & Content Creation - PB-06",594,6,0.19%,0.09%,782,8,0.18%,0.09%,12.08%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79831,GB-04 (AM-C45 + AI-06),B0FJ8W5Y9Q,B0FJ8W5Y9Q,"Audio Array RGB Gaming Bundle|RGB USB Dynamic Microphone with Sound Card – Mute, Volume Control, Monitoring, Noise Cancellation, Voice Effects|for Streaming, Podcasting, Gaming, Singing - GB-04",27,0,0.01%,0.00%,38,0,0.01%,0.00%,45.16%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),B0FJ8Z1W81,B0FJ8Z1W81,"Audio Array RGB Podcast Bundle | Dynamic RGB USB/XLR Mic with 24-Bit/192kHz Audio Interface & Boom Arm | AI Noise Cancelling, Plug & Play Kit for Streaming, Podcasting, Gaming & Recording - PB-07",82,0,0.03%,0.00%,95,0,0.02%,0.00%,31.87%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79846,AM-C11X Pro,B0FN7C25VS,B0FN7C25VS,"Audio Array AM-C11X Pro XLR Podcast Mic Kit with Dynamic Microphone, 2m XLR Cable & Adjustable Boom Arm | Studio-Quality Sound, 20Hz–20kHz, All-Metal Build for Podcasting, Streaming & Recording",392,12,0.13%,0.18%,565,13,0.13%,0.14%,1.59%,20.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79847,PB-09 (AM-C45 + AI-06 + AA-05),B0FN7FYZM3,B0FN7FYZM3,"Audio Array RGB Gaming Mic Bundle with USB/XLR Microphone, Boom Arm & Sound Card Mixer | Streaming Mic Kit with Voice Effects, AI Noise Cancel, RGB Lights for Podcasting, Gaming & Recording - PB-09",30,0,0.01%,0.00%,41,0,0.01%,0.00%,2.50%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79905,PB-11 (AM-C44+AA-05+AH-45-BK),B0FTVSH458,B0FTVSH458,"Audio Array Professional Dynamic Studio Bundle with Headphones – USB/XLR Dynamic Microphone, Boom Arm, Monitoring Headphones | 24-bit/192kHz, Plug & Play, No-Latency Recording, Monitoring - PB-11",162,3,0.05%,0.05%,211,3,0.05%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79963,AM-Mix8,B0G53CB72D,B0G53CB72D,"Audio Array AM-Pro8 8-Channel Hybrid USB Mixer 8 Analog+2 Digital Inputs, 48kHz/16-Bit, Built-In Compressor, 6AUX Sends, Group Buses, Insert Points,+24dBu Balanced Outputs for Live, Studio & Broadcast","1,856",27,0.60%,0.41%,"2,321",37,0.55%,0.40%,12.28%,12.50%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79966,AM-Mix10,B0G53KWRVW,B0G53KWRVW,"Audio Array AM-Mix10 10-Channel Hybrid USB Mixer with10 Analog+2 Digital Inputs, 48kHz/16-Bit DSP, Phantom Power, USB-C Powered, AUX Sends, Built-In FX, Balanced XLR Outputs for Live, Studio & Podcast","1,799",33,0.59%,0.50%,"2,471",41,0.58%,0.44%,58.08%,60.71%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79964,AM-Pro12,B0G53KWRWH,B0G53KWRWH,"Audio Array AM-Pro12 12-Channel HYBRID USB Mixer 12 channel analog+2 digital 48kHz/16bit,128DSP Fx, Built-In Compressor, 4Group Buses, Inserts,+24dBu Balanced XLR Outs For Live, Studio & Broadcast","2,390",47,0.78%,0.71%,"3,068",61,0.72%,0.66%,39.51%,36.36%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79105,AI-12,B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming","3,212",66,3.30%,2.31%,"4,249",87,3.06%,2.18%,33.45%,52.63%,15,0,0.47%,0.00%,"₹ 16,767.80",₹ 0.00,15,0
FBA76864,AI-04 Red,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power Support | 24bit/192kHz High Fidelity Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | Metal Body | Red,"32,229",592,33.14%,20.76%,"46,988",837,33.89%,20.99%,1.26%,1.97%,6,0,0.02%,0.00%,"₹ 23,679.66",₹ 0.00,6,0
FBA75684,AA-04,B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",837,27,0.10%,0.18%,"1,286",43,0.12%,0.20%,4.22%,0.00%,2,0,0.24%,0.00%,"₹ 2,879.66",₹ 0.00,2,0
FBA79105,AI-12,B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",841,15,0.10%,0.10%,"1,083",17,0.10%,0.08%,18.37%,15.38%,2,0,0.24%,0.00%,"₹ 2,413.56",₹ 0.00,2,0
FBA75683,AA-03,B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",442,12,0.05%,0.08%,582,14,0.05%,0.06%,1.49%,0.00%,1,0,0.23%,0.00%,₹ 378.81,₹ 0.00,1,0
FBA78975,AA-21,B0CF5TCQKL,B0CF5TCQKL,"Audio Array AA-21 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Black (Set of 2)",585,16,0.07%,0.10%,778,21,0.07%,0.10%,1.05%,0.00%,1,0,0.17%,0.00%,"₹ 3,177.12",₹ 0.00,1,0
FBA79009,AM-C41,B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",311,6,0.04%,0.04%,473,10,0.04%,0.05%,1.18%,0.00%,1,0,0.32%,0.00%,"₹ 1,312.71",₹ 0.00,1,0
FBA76864,AI-04 Red,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power Support | 24bit/192kHz High Fidelity Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | Metal Body | Red,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
