SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA77011,AM-C29,B0BPMN89NG,B0BPMN89NG,"Audio Array AM-C29 4 Pickup Pattern Professional USB Plug & Play Condenser Microphone | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | For Conference, Gaming, Podcasting & Live Streaming",4,0,0.00%,0.00%,5,0,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78206,AM-W15,B0C4YSV3XL,B0C4YSV3XL,Audio Array AM-W15 Dual Wireless Mic with Charging Case | Upto 16hr Battery Backup & 100m Range | Active Noise Cancellation | Informative LCD Screen | BIS & WPC Certified | 2 Yr Warranty,111,9,0.13%,0.47%,133,13,0.11%,0.49%,39.53%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78203,AM-C30,B0C4YTNJG7,B0C4YTNJG7,"Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover",13,0,0.02%,0.00%,17,0,0.01%,0.00%,12.50%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78424,AM-C37,B0C55MY66L,B0C55MY66L,"Audio Array AM-C37 Premium USB/XLR Dynamic Podcast Microphone | Volume, Mute Controls & Headphone Monitoring | Premium Metal Build | 2 Meter USB Cable Included | 96kHz/24bit Studio Performance",24,1,0.03%,0.05%,47,1,0.04%,0.04%,78.05%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78420,AM-C33,B0C5957W3P,B0C5957W3P,"Audio Array AM-C33 Lapel Microphone | 1M Long, Strong Cable | 3.5mm TRRS | 3.5mm TRRS Port & TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty",2,0,0.00%,0.00%,4,0,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78925,AM-C11X,B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty",327,5,0.38%,0.26%,448,8,0.38%,0.30%,5.62%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78960,AM-C39,B0CBCB82MT,B0CBCB82MT,"Audio Array AM-C39 XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)",538,6,0.63%,0.32%,741,6,0.63%,0.22%,0.45%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78961,AM-C40,B0CBCB9S14,B0CBCB9S14,"Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming",99,5,0.12%,0.26%,139,6,0.12%,0.22%,12.88%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78974,AA-20,B0CF5RRTDJ,B0CF5RRTDJ,"Audio Array AA-20 Microphone Arm Stand | 81cm Reach | Premium light weight & slick design | Flexible height & position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties",145,11,0.17%,0.58%,193,20,0.16%,0.75%,16.85%,14.29%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79009,AM-C41,B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",144,0,0.17%,0.00%,239,0,0.20%,0.00%,7.51%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79016,AM-C3a,B0CH4R1V6S,B0CH4R1V6S,"Audio Array AM-C3a Unidirectional Dynamic Handheld Karaoke Microphone | 20Hz - 20kHz Response | Karaoke Singing, Public Meetings, Studio Recording, Live Sound, Party (no Cable Included)",540,11,0.63%,0.58%,738,12,0.63%,0.45%,2.65%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79008,AI-06,B0CH4RT4P8,B0CH4RT4P8,"Audio Array AI-06 Streaming Audio Mixer Sound Card | XLR, 1/4"" & line in | PC/Phone RGB Mixer with Volume Fader, Individual Control, Mute and Monitoring, 48V Phantom Power | Stream, Podcast & Karaoke","1,179",15,1.38%,0.79%,"1,456",22,1.23%,0.82%,11.25%,23.08%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79010,AM-C42,B0CH4T2BJD,B0CH4T2BJD,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",157,0,0.18%,0.00%,236,0,0.20%,0.00%,0.92%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79064,AA-25,B0CJR76Y7G,B0CJR76Y7G,"Audio Array AA-25 Handheld Microphone Interview Adapter for Wireless Lapel Microphones | Supports, Rode Go, DJI, Hollyland mics etc | Foam Cover with Built-in Cold Shoe Mount",306,12,0.36%,0.63%,440,15,0.37%,0.56%,1.01%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79005,AM-W45,B0CKHVHVQ1,B0CKHVHVQ1,"Audio Array AM-W45 Wireless Conference Microphone with Speaker | Bluetooth, USB & 4 Mics | 360° Pickup Upto 4M | Noise Reduction & Enhanced Voice | Portable Speakerphone for Video Calls/Zoom Meeting",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79103,AI-10,B0CM6NTWBP,B0CM6NTWBP,"Audio Array AI-10 Professional Live Soundcard|1Ch Mixer |Bluetooth | 3 Condenser Mic Inputs, 2 mobilephones & PC/Mac Outputs | +48V phantom power, 4 Voice Modes, Denoise, built-in FX | Gaming, Karaoke","1,778",27,2.09%,1.42%,"2,785",47,2.36%,1.76%,1.83%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79104,AI-11,B0CM6NVLT9,B0CM6NVLT9,"Audio Array AI-11 USB Bluetooth Soundcard, 1Ch Mixer, Audio Interface | 2 Condenser In, 2 Out |2 Live Out+1 Accompany In | OTG for mobile and PC/MAC | Effects | Streaming, Podcasting, Gaming, Singing","1,463",27,1.72%,1.42%,"2,206",33,1.87%,1.24%,0.85%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79109,AM-W18,B0CM9HYVDM,B0CM9HYVDM,"Audio Array AM-W18 Wireless Karaoke Speaker with Microphone | Portable Bluetooth Speaker for Singing & Gifting with Voice Changer | Upto 8+ Hours of Playback | Bluetooth v5.3, SD Card & AUX in (Pink)","1,353",28,1.59%,1.48%,"1,961",44,1.66%,1.65%,3.02%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79106,AM-C44,B0CM9KJZWQ,B0CM9KJZWQ,"Audio Array AM-C44 XLR/USB Professional Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming, Podcasting",368,6,0.43%,0.32%,541,11,0.46%,0.41%,3.49%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79108,AM-W16,B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",190,2,0.22%,0.11%,250,2,0.21%,0.07%,2.60%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79230,AM-W46,B0CX1XK5R6,B0CX1XK5R6,Audio Array AM-W46 Groove Wireless Bluetooth 5.3 Bookshelf Speaker 30W | 5400mAh upto 24h Long Battery | 3 EQ Modes | Stylish Premium Metal Body | Superior Bass Quality,111,2,0.13%,0.11%,136,2,0.12%,0.07%,54.03%,50.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79380,AM-C46,B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","2,996",72,3.52%,3.80%,"4,085",100,3.46%,3.74%,0.24%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79356,AA-19WL,B0D3Q2T5XX,B0D3Q2T5XX,Audio Array AA-19WL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | White,451,24,0.53%,1.27%,515,29,0.44%,1.09%,6.34%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79445,AM-W32,B0DFMLS8JG,B0DFMLS8JG,"Audio Array AM-W32 UHF Dual Wireless Premium Metal Microphones | Built in Battery 2000mAh 6-8 Hours | Type-C Charging | 60M Range | Karaoke Singing, Wedding, Event | Built-in Volume and Echo Control",444,8,0.52%,0.42%,586,14,0.50%,0.52%,0.76%,33.33%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79653,AM-C45 Pro,B0DN6LJZBR,B0DN6LJZBR,"Audio Array AM-C45 XLR/USB Pro RGB Dynamic Microphone Kit | 192kHz/24bit Studio Quality Output | Volume Control, Mute and Noise Cancellation | Realtime Monitoring for Streaming, Gaming & podcasting",121,2,0.14%,0.11%,148,2,0.13%,0.07%,20.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79655,AM-C44 Pro,B0DN6PFWNK,B0DN6PFWNK,Audio Array AM-C44 Pro XLR/USB Professional Dynamic Microphone Kit | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming & Podcasting,200,9,0.23%,0.47%,272,16,0.23%,0.60%,29.96%,9.09%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79783,AM-C47,B0FF9R3GKK,B0FF9R3GKK,"Audio Array AM-C47 RGB USB Condenser Mic Kit | AI Noise Cancellation, 192kHz/24Bit Studio Quality, Touch Control, Headphone Monitoring | Podcasting, YouTube, Gaming & Streaming | Mac/PC & Mobile",221,1,0.26%,0.05%,327,1,0.28%,0.04%,4.63%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79708,SB-01,B0FFB6YJM1,B0FFB6YJM1,"Audio Array SB-01 | Bluetooth Soundbar 25W, Gaming RGB Lights, AUX, Bluetooth, USB, FM & TWS I Fast Charge Battery, Multiport Connectivity, BT Speaker for TV, Mobile, PC, Laptops, Tablets Black",621,8,0.73%,0.42%,795,8,0.67%,0.30%,10.61%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79825,GB-02 (AM-C43 + AI-11),B0FJ2DT13L,B0FJ2DT13L,"Audio Array All in 1 Pro Bundle | Condenser Mic with USB Bluetooth Soundcard Mixer | Complete Setup for Streaming, Podcasting, Gaming, Singing & Home Studio Recording - GB-02",281,10,0.33%,0.53%,401,12,0.34%,0.45%,43.97%,55.56%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79823,PB-01 (AM-C11 + AI-04),B0FJ2HZCVN,B0FJ2HZCVN,"Audio Array Ultimate Podcast Bundle | Dynamic Microphone with USB/XLR Connectivity & 24-Bit/192kHz Audio Interface | Ideal for Podcasting, Streaming, Voice Recording & Content Creation - PB-01",748,21,0.88%,1.11%,832,23,0.71%,0.86%,32.72%,50.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79822,KB-01 (AM-W32 + AI-12),B0FJ2J6MTF,B0FJ2J6MTF,"Audio Array Portable Karaoke Bundle | Dual Wireless UHF Microphones with Rechargeable Battery Receiver & USB Plug n Play BT Soundcard Mixer | Ideal for Parties, Home Karaoke & Live Singing - KB-01",66,4,0.08%,0.21%,87,5,0.07%,0.19%,24.32%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79824,GB-01 (AM-C43 +AI-10),B0FJ2K95XT,B0FJ2K95XT,"Audio Array Ultimate Gaming Bundle | Condenser Mic with Boom Arm & Sound Card | Streaming Kit for PC/Mobile with 14 FX, Voice Modes, Loopback, Real Time Monitoring |for YouTube & Live Stream - GB-01",251,5,0.29%,0.26%,325,5,0.28%,0.19%,41.24%,66.67%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79826,PB-02 (AI-04 Red + AM-C11 + AA-05),B0FJ2LQT7K,B0FJ2LQT7K,"Audio Array Complete Podcast Bundle | USB/XLR Dynamic Mic with Audio Interface 24bit/192kHz & Boom Arm Stand | Professional Streaming & Recording Kit for PC, Mac & Mobile Devices - PB-02",27,0,0.03%,0.00%,30,0,0.03%,0.00%,10.34%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79832,GB-05 (AM-C43 + AI-06),B0FJ8S53GW,B0FJ8S53GW,"Audio Array Streaming Bundle Kit | USB Condenser Mic & RGB Sound Card with Phantom Power, Voice Effects, Real-Time Monitoring | for Podcasting, Gaming, YouTube & Live Streaming - GB-05",154,5,0.18%,0.26%,198,5,0.17%,0.19%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79834,PB-05 (AA-05 + AM-C11 + AI-04),B0FJ8T4WXM,B0FJ8T4WXM,"Audio Array Podcast Kit | Dynamic Mic with Boom Arm & Audio Interface 24-Bit/192kHz | Metal Build | Plug & Play | No-Latency Monitoring for Streaming, Recording & Content Creation - PB-05",15,0,0.02%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79835,PB-06 (AA-05 + AM-C44 + AI-04),B0FJ8TWCQZ,B0FJ8TWCQZ,"Audio Array Pro Podcast Bundle | USB/XLR Dynamic Microphone with 24-Bit/192kHz Audio Interface & Boom Arm | Real-Time Monitoring, Plug & Play for Streaming, Recording & Content Creation - PB-06",69,2,0.08%,0.11%,107,2,0.09%,0.07%,0.99%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79831,GB-04 (AM-C45 + AI-06),B0FJ8W5Y9Q,B0FJ8W5Y9Q,"Audio Array RGB Gaming Bundle|RGB USB Dynamic Microphone with Sound Card – Mute, Volume Control, Monitoring, Noise Cancellation, Voice Effects|for Streaming, Podcasting, Gaming, Singing - GB-04",25,2,0.03%,0.11%,27,2,0.02%,0.07%,77.78%,50.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),B0FJ8Z1W81,B0FJ8Z1W81,"Audio Array RGB Podcast Bundle | Dynamic RGB USB/XLR Mic with 24-Bit/192kHz Audio Interface & Boom Arm | AI Noise Cancelling, Plug & Play Kit for Streaming, Podcasting, Gaming & Recording - PB-07",19,0,0.02%,0.00%,24,0,0.02%,0.00%,36.36%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79846,AM-C11X Pro,B0FN7C25VS,B0FN7C25VS,"Audio Array AM-C11X Pro XLR Podcast Mic Kit with Dynamic Microphone, 2m XLR Cable & Adjustable Boom Arm | Studio-Quality Sound, 20Hz–20kHz, All-Metal Build for Podcasting, Streaming & Recording",230,2,0.27%,0.11%,290,3,0.25%,0.11%,1.11%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79847,PB-09 (AM-C45 + AI-06 + AA-05),B0FN7FYZM3,B0FN7FYZM3,"Audio Array RGB Gaming Mic Bundle with USB/XLR Microphone, Boom Arm & Sound Card Mixer | Streaming Mic Kit with Voice Effects, AI Noise Cancel, RGB Lights for Podcasting, Gaming & Recording - PB-09",31,3,0.04%,0.16%,37,3,0.03%,0.11%,12.50%,33.33%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79841,AH-60 BL,B0FQBTRM28,B0FQBTRM28,"Audio Array AH-60-BL, 60Ω, Professional Monitoring Headphones | 53mm Drivers | 10Hz–30KHz | 105dB SPL | Closed-Back, DJ & Studio | 3m Cable with 3.5mm & 6.3mm Plugs (Blue)",256,9,0.30%,0.47%,437,27,0.37%,1.01%,8.67%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79905,PB-11 (AM-C44+AA-05+AH-45-BK),B0FTVSH458,B0FTVSH458,"Audio Array Professional Dynamic Studio Bundle with Headphones – USB/XLR Dynamic Microphone, Boom Arm, Monitoring Headphones | 24-bit/192kHz Recording, Plug & Play, No-Latency Recording, Monitoring",32,0,0.04%,0.00%,39,0,0.03%,0.00%,51.52%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79967,AM-W19,B0G2C2RCXN,B0G2C2RCXN,"Audio Array AM-W19 Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording",169,6,0.20%,0.32%,212,8,0.18%,0.30%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA75684,AA-04,B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",188,7,0.08%,0.15%,306,8,0.10%,0.12%,20.29%,60.00%,3,0,1.60%,0.00%,"₹ 4,697.00",₹ 0.00,3,0
FBA79009,AM-C41,B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",144,0,0.06%,0.00%,239,0,0.08%,0.00%,1.41%,0.00%,2,0,1.39%,0.00%,"₹ 1,549.00",₹ 0.00,2,0
FBA75677,AM-C5,B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)",372,25,0.16%,0.52%,500,35,0.16%,0.53%,0.88%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA76864,AI-04 Red,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power | 24bit/192kHz Hi-Fi Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | 2 in 3 out | Metal Body | Red,"2,836",50,1.25%,1.04%,"3,983",73,1.29%,1.10%,0.36%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78975,AA-21,B0CF5TCQKL,B0CF5TCQKL,"Audio Array AA-21 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Black (Set of 2)","1,118",57,0.49%,1.19%,"1,561",98,0.51%,1.48%,0.23%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79011,AM-C43,B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","1,489",26,0.66%,0.54%,"2,272",32,0.74%,0.48%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79105,AI-12,B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",219,3,0.10%,0.06%,313,3,0.10%,0.05%,3.51%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79108,AM-W16,B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",190,2,0.08%,0.04%,250,2,0.08%,0.03%,0.43%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA75683,AA-03,B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",112,7,0.04%,0.13%,157,9,0.04%,0.12%,12.95%,0.00%,5,0,4.46%,0.00%,"₹ 2,245.00",₹ 0.00,5,0
FBA78973,AA-19,B0CF5R3V95,B0CF5R3V95,"Audio Array AA-19 2in1 High & Low Profile Mic Stand | 71cm reach | Premium Metal design with Built In Cable Management | Flexible Position adjustments | 2Kg Weight Capacity |5/8"" to 3/8"" Screw Adapter",667,38,0.23%,0.70%,969,55,0.25%,0.73%,9.53%,0.00%,5,0,0.75%,0.00%,"₹ 18,995.00",₹ 0.00,5,0
FBA76414,AA-05,B0BLJVJ2GN,B0BLJVJ2GN,"Audio Array AA-05 Suspension Boom Scissor Microphone Arm Stand | Universal clamp with mic Holder & 3/8″ to 5/8″ Adapter for Shock mounts | Suitable for Stages, Studios, Broadcasting, TV Stations","1,350",45,0.46%,0.83%,"2,002",58,0.51%,0.77%,3.02%,0.00%,4,0,0.30%,0.00%,"₹ 2,555.88",₹ 0.00,4,0
FBA79694,AA-26,B0DT6T6N6B,B0DT6T6N6B,"Audio Array AA-26 Tabletop Metal Microphone Stand | Extendable height up to 22cm | Studio Sound Recording, Streaming, Podcasting, Singing | Stylish Sturdy Metal Design to last long, flat base","1,259",53,0.43%,0.98%,"1,731",74,0.44%,0.98%,9.07%,0.00%,5,0,0.40%,0.00%,"₹ 2,625.00",₹ 0.00,4,0
FBA76723,AM-C20,B0BLKF46QG,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",115,2,0.04%,0.04%,159,2,0.04%,0.03%,23.94%,0.00%,2,0,1.74%,0.00%,"₹ 2,558.00",₹ 0.00,2,0
FBA79104,AI-11,B0CM6NVLT9,B0CM6NVLT9,"Audio Array AI-11 USB Bluetooth Soundcard, 1Ch Mixer, Audio Interface | 2 Condenser In, 2 Out |2 Live Out+1 Accompany In | OTG for mobile and PC/MAC | Effects | Streaming, Podcasting, Gaming, Singing","1,463",27,0.50%,0.50%,"2,206",33,0.56%,0.44%,6.40%,0.00%,2,0,0.14%,0.00%,"₹ 2,898.00",₹ 0.00,2,0
FBA79107,AM-W17,B0CM9P5CCK,B0CM9P5CCK,"Audio Array AM-W17 Dual Wireless Lapel Mic|in-Built ANC, Plug N Play,Long Battery Life, Ultra-Low Latency,Upto 30M Range|Compatible with iPhone & Android|Vlogging, Streaming, Teaching,YouTube, Black",285,6,0.10%,0.11%,444,7,0.11%,0.09%,10.38%,0.00%,2,0,0.70%,0.00%,"₹ 3,498.00",₹ 0.00,2,0
FBA79380,AM-C46,B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","2,996",72,1.03%,1.34%,"4,085",100,1.05%,1.32%,0.62%,0.00%,2,0,0.07%,0.00%,"₹ 7,098.00",₹ 0.00,2,0
FBA79820,AC-3XL,B0FQJWWDVK,B0FQJWWDVK,"Audio Array AC-3XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (3 Meter/10 Feet)",215,6,0.07%,0.11%,290,11,0.07%,0.15%,9.02%,0.00%,2,0,0.93%,0.00%,₹ 898.00,₹ 0.00,2,0
FBA75673,AM-C1,B0B4DPX2J2,B0B4DPX2J2,"Audio Array AM-C1 USB Condenser Microphone Kit | 192kHz/24bit | 20-20KHz | 16mm Diaphram | BoomArm,Pop Filter, Mic Cover, Shock Mount,Tripod & 2.5M USB Cable | Podcasting,Gaming & Singing","18,361",284,6.31%,5.27%,"24,982",384,6.40%,5.07%,1.58%,0.00%,1,0,0.01%,0.00%,"₹ 2,749.00",₹ 0.00,1,0
FBA75684,AA-04,B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",188,7,0.06%,0.13%,306,8,0.08%,0.11%,12.32%,0.00%,1,0,0.53%,0.00%,"₹ 1,549.00",₹ 0.00,1,0
FBA75678,AA-01,B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties",289,15,0.10%,0.28%,373,23,0.10%,0.30%,8.88%,0.00%,1,0,0.35%,0.00%,"₹ 2,099.00",₹ 0.00,1,0
FBA75677,AM-C5,B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)",372,25,0.13%,0.46%,500,35,0.13%,0.46%,7.05%,0.00%,1,0,0.27%,0.00%,"₹ 2,299.00",₹ 0.00,1,0
FBA78925,AM-C11X,B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty",327,5,0.11%,0.09%,448,8,0.11%,0.11%,4.89%,0.00%,2,0,0.61%,0.00%,"₹ 7,298.00",₹ 0.00,1,0
